,cast,directors,genres,movie_id,original_title,plot,writers
4879,"['Dev Anand', 'Nutan', 'Gajanan Jagirdar']",nm0611582,"['Comedy', 'Crime', 'Drama']",tt0050829,Paying Guest, An incompetent lawyer gets evicted  dons the guise of an old man to gain accommodation  falls for the owner's daughter  then faces numerous life-changing challenges.,nm0403826|nm0611582
4880,"['Dev Anand', 'Nutan', 'Gajanan Jagirdar']",nm0611582,"['Comedy', 'Crime', 'Drama']",tt0050829,Paying Guest, An incompetent lawyer gets evicted  dons the guise of an old man to gain accommodation  falls for the owner's daughter  then faces numerous life-changing challenges.,nm0403826|nm0611582
4881,"['Dev Anand', 'Nutan', 'Gajanan Jagirdar']",nm0611582,"['Comedy', 'Crime', 'Drama']",tt0050829,Paying Guest, An incompetent lawyer gets evicted  dons the guise of an old man to gain accommodation  falls for the owner's daughter  then faces numerous life-changing challenges.,nm0403826|nm0611582
4882,"['Guru Dutt', 'Waheeda Rehman', 'Mala Sinha']",nm0244870,"['Drama', 'Musical', 'Romance']",tt0050870,Pyaasa, A talented but indigent poet Vijay struggles for love and recognition in this selfish world.,nm0023551|nm8859896
4883,"['Guru Dutt', 'Waheeda Rehman', 'Mala Sinha']",nm0244870,"['Drama', 'Musical', 'Romance']",tt0050870,Pyaasa, A talented but indigent poet Vijay struggles for love and recognition in this selfish world.,nm0023551|nm8859896
4884,"['Guru Dutt', 'Waheeda Rehman', 'Mala Sinha']",nm0244870,"['Drama', 'Musical', 'Romance']",tt0050870,Pyaasa, A talented but indigent poet Vijay struggles for love and recognition in this selfish world.,nm0023551|nm8859896
4885,"['Guru Dutt', 'Waheeda Rehman', 'Mala Sinha']",nm0244870,"['Drama', 'Musical', 'Romance']",tt0050870,Pyaasa, A talented but indigent poet Vijay struggles for love and recognition in this selfish world.,nm0023551|nm8859896
4886,"['Raj Kapoor', 'Meena Kumari', 'Shyama']",nm0695264,"['Drama', 'Musical', 'Romance']",tt0050956,Sharada, Chiranjeev lives a wealthy lifestyle along with his widowed father  Kashiram  two sisters  one of who is dumb  and a younger brother. While on a trip  his friend  Mohan  falls ill due to ...                    ,nm0011996|nm0025613|nm1532688|nm0892850
4887,"['Shammi Kapoor', 'Ameeta', 'Pran']",nm0403826,"['Musical', 'Romance']",tt0051117,Tumsa Nahin Dekha, Twenty years ago  after killing his brother  Sardar Rajpal flees from his hometown in Shillong and re-locates in the rural area of Assam along with his adopted daughter  Meena. He asks his ...                    ,nm0403826
4888,"['Guru Dutt', 'Waheeda Rehman', 'Shashikala']",nm0149850,"['Drama', 'Mystery', 'Thriller']",tt0051335,12 O'Clock, Bani Chowdhury and solicitor Ajoy Kumar are deeply in love with each other. But their world comes crashing down when Bani's cousin  Maya is found dead in the first class compartment at a ...                    ,nm1458520
4889,"['Nargis', 'Pradeep Kumar', 'Pran']",nm0435753,"['Drama', 'Musical', 'Romance']",tt0051340,Adalat, Nirmala lives with her maternal uncle  his wife  and her widowed mom  studies in an Arts College  has a sweetheart in wealthy Rajinder R. Singh  who she plans to marry. Disagreements flare ...                    ,\N
4890,"['Dev Anand', 'Vyjayanthimala', 'Padmini']",nm0695153,"['Musical', 'Romance']",tt0051348,Amar Deep, Aruna lives a wealthy lifestyle with her paternal grandfather. She has come of marriageable age and he wants her to get married to a young man named Pran. But Aruna finds him possessive  ...                    ,\N
4891,"['Madhubala', 'Ashok Kumar', 'K.N. Singh']",nm0759662,"['Musical', 'Thriller']",tt0051747,Howrah Bridge, Rakesh lives with his brother  Madan  and his dad in Rangoon. Madan has fallen into bad company and steals the family heirloom  in the shape of a dragon  some cash and runs away to India. ...                    ,nm0097894|nm0310170
4892,"['Dev Anand', 'Madhubala', 'Nalini Jaywant']",nm0451846,"['Crime', 'Musical', 'Romance']",tt0051806,Kala Pani, Based on A.J.Cronin's 'Beyond This Place'  this movie narrates the story of an untiring crusade for justice. A young man  learning about his father's wrongful implication in a ...                    ,nm0188743|nm0436464|nm0657157|nm0814343
4893,"['Nargis', 'Balraj Sahni', 'Kumari Naaz']",nm1186384,"['Drama', 'Family']",tt0051842,Lajwanti, Having been unjustly accused of having an affair  a dutiful and loving wife is thrown out of the house by her husband and forced to abandon her baby. When mother and child are eventually ...                    ,nm0080432|nm1346840|nm1455842
4894,"['Raj Kapoor', 'Mala Sinha', 'Lalita Pawar']",nm0051847,"['Drama', 'Family']",tt0052051,Parvarish, After an hospital accident  a wealthy male is compelled to adopt a prostitute's son.,nm1121795|nm4809989|nm1578646|nm1937411
4895,"['Madhubala', 'Bharat Bhushan', 'Jeevan']",nm0593945,"['Comedy', 'Drama', 'Musical']",tt0052065,Phagun, The new owners of Deepak Mahal meet with its caretaker  Mattu  who narrates the story of its' former owners: Bijondra - the only child of a wealthy Hindu Brahmin Zamindar; and Banani - the ...                    ,nm1032369
4896,"['Gemini Ganesan', 'Vyjayanthimala', 'Pran']",nm0890320,['Adventure'],tt0052116,Raj Tilak, A young man goes on a quest to find his mother and to restore justice in a kingdom that has fallen into the hands of traitors.,nm0536706|nm0755997|nm0836918
4897,"['Vyjayanthimala', 'Sunil Dutt', 'Radhakrishan']",nm0159148,['Drama'],tt0052154,Sadhna, Mohan lives a middle-class life with his ailing mother  and works as a college professor. His mother would like him to get married  but he asks her to be patient as he awaits his ...                    ,nm0788888
4898,"['Ashok Kumar', 'Rajasulochana', 'Johnny Walker']",nm0097899,"['Drama', 'Musical']",tt0052201,Sitaron Se Aage, Add a Plot »,nm0310170
4899,"['Dev Anand', 'Waheeda Rehman', 'Jagdev']",nm0451846,"['Comedy', 'Romance', 'Thriller']",tt0052217,Solva Saal, A woman elopes with her boyfriend but finds that he has ditched her and made off with her family heirloom. Now she  alongwith a helpful news reporter  have to retrieve the necklace and get ...                    ,nm3186301|nm0451846|nm1532889|nm0814343
4900,"['Sohrab Modi', 'Dilip Kumar', 'Meena Kumari']",nm0746950,"['Action', 'Drama', 'Romance']",tt0052411,Yahudi, A vengeful Jew adopts an abducted Roman child  who grows up and unknowingly falls in love with a Roman.,nm0315905|nm0592599|nm1376487|nm3367312
4901,"['Sohrab Modi', 'Dilip Kumar', 'Meena Kumari']",nm0746950,"['Action', 'Drama', 'Romance']",tt0052411,Yahudi, A vengeful Jew adopts an abducted Roman child  who grows up and unknowingly falls in love with a Roman.,nm0315905|nm0592599|nm1376487|nm3367312
4902,"['Sohrab Modi', 'Dilip Kumar', 'Meena Kumari']",nm0746950,"['Action', 'Drama', 'Romance']",tt0052411,Yahudi, A vengeful Jew adopts an abducted Roman child  who grows up and unknowingly falls in love with a Roman.,nm0315905|nm0592599|nm1376487|nm3367312
4903,"['Sohrab Modi', 'Dilip Kumar', 'Meena Kumari']",nm0746950,"['Action', 'Drama', 'Romance']",tt0052411,Yahudi, A vengeful Jew adopts an abducted Roman child  who grows up and unknowingly falls in love with a Roman.,nm0315905|nm0592599|nm1376487|nm3367312
4904,"['Raj Kapoor', 'Nutan', 'Lalita Pawar']",nm0611531,"['Comedy', 'Drama', 'Musical']",tt0052560,Anari, Raj Kumar is an honest  handsome and intelligent young man to boot. He works as a sole Trader therefore a painter by trade  but unable to earn a living  and unable to pay rent to his ...                    ,nm0025613
4905,"['Raj Kapoor', 'Nutan', 'Lalita Pawar']",nm0611531,"['Comedy', 'Drama', 'Musical']",tt0052560,Anari, Raj Kumar is an honest  handsome and intelligent young man to boot. He works as a sole Trader therefore a painter by trade  but unable to earn a living  and unable to pay rent to his ...                    ,nm0025613
4906,"['Raj Kapoor', 'Nutan', 'Lalita Pawar']",nm0611531,"['Comedy', 'Drama', 'Musical']",tt0052560,Anari, Raj Kumar is an honest  handsome and intelligent young man to boot. He works as a sole Trader therefore a painter by trade  but unable to earn a living  and unable to pay rent to his ...                    ,nm0025613
4907,"['Raj Kapoor', 'Nutan', 'Lalita Pawar']",nm0611531,"['Comedy', 'Drama', 'Musical']",tt0052560,Anari, Raj Kumar is an honest  handsome and intelligent young man to boot. He works as a sole Trader therefore a painter by trade  but unable to earn a living  and unable to pay rent to his ...                    ,nm0025613
4908,"['Mala Sinha', 'Rajendra Kumar', 'Nanda']",nm0007181,['Drama'],tt0052736,Dhool Ka Phool, Meena Khosla has an bicycle accident with fellow collegian Mahesh Kapoor  and after a few misunderstandings both fall in love with each other. They would like to get married  plan ...                    ,nm0788888
4909,"['Sunil Dutt', 'Madhubala', 'Nasir Hussain']",nm0759662,"['Drama', 'Family', 'Musical']",tt0052926,Insan Jaag Utha, Gauri lives in a small village in India with her crippled ex-army-man & freedom fighter dad  Laxmandas  and a younger brother  Gulab  and makes a living working as a laborer. One day she ...                    ,nm0310170
4910,"['Pradeep Kumar', 'Vyjayanthimala', 'Purnima']",nm0755500,['Drama'],tt0052940,Jawani Ki Hawa, Add a Plot »,nm0534864
4911,"['Waheeda Rehman', 'Guru Dutt', 'Kumari Naaz']",nm0244870,"['Musical', 'Romance']",tt0052954,Kaagaz Ke Phool, Suresh Sinha  a famous director  discovers star potential in Shanti  a woman he stumbled into one rainy evening  and casts her as the lead in a film. In a twist of fate  Shanti becomes a superstar and Suresh faces a decline in his career.,nm0023551
4912,"['Raj Kapoor', 'Nutan', 'Lalita Pawar']",nm0695170,"['Drama', 'Family', 'Romance']",tt0052960,Kanhaiya, Shanno lives with her mother  Paro  a housewife  and her dad  Nathamal  in a small village in India. Paro is aware that her daughter is a little special as she has seen her behave strangely...                    ,nm0438022|nm0534864|nm0695170
4913,"['Raj Kapoor', 'Mala Sinha', 'Mubarak']",nm0756487,"['Comedy', 'Drama', 'Family']",tt0053035,Main Nashe Men Hoon, Belonging to a family that has a grandfather addicted to alcohol  Mohan Khanna (Raj Kapoor) too is addicted to alcohol  compounded by the fact that he is enamoured with a woman  Miss Reeta ...                    ,nm0438022|nm1541002|nm0756487
4914,"['Dilip Kumar', 'Raaj Kumar', 'Vyjayanthimala']",nm0890320,['Drama'],tt0053152,Paigham, Widowed Mrs. Lal lives with her two sons  Ram and Ratan; an unmarried daughter  Sheela; Ram's wife  Parvati and her children. While Ram is employed in a mill  Ratan is studying engineering ...                    ,nm1390825|nm0755997|nm0836918
4915,"['Nutan', 'Sunil Dutt', 'Shashikala']",nm0746950,"['Drama', 'Romance']",tt0053319,Sujata, A high caste Brahmin household adopts an orphaned lower caste girl  but when a young man from their caste wishes to marry her without knowing her lineage  caste differences flare up again.,nm0315905|nm0315926|nm0536819
4916,"['Vyjayanthimala', 'Rajendra Kumar', 'Raj Mehra']",nm0474839,"['Drama', 'Family']",tt0053566,Aas Ka Panchhi," Rajan ""Raju"" Khanna lives with his elderly father  Nihalchand  mom  and a younger sister. He studies Arts in college  and has a sweetheart in fellow-collegian  Neena Bakshi. When Rajan ...                    ",nm0066074|nm0474839
4917,"['Dev Anand', 'Suchitra Sen', 'Jeevan']",nm0451846,"['Drama', 'Musical', 'Romance']",tt0053629,Bombai Ka Babu, Babu and Malik are two inseparable friends who live in a small town in India. One day they decide to play a prank and steal something. They get caught  while Malik's dad come to bail out ...                    ,nm0066074|nm0436464
4918,"['Madhubala', 'Bharat Bhushan', 'Shyama']",nm0764314,"['Drama', 'Musical', 'Romance']",tt0053637,Barsaat Ki Raat, Amidst fierce Qawali competitions  a poor poet/singer  Aman Hyderabadi  falls in love with Shabnam  the daughter of Police Commissioner Khan Bahadur. After Aman is humiliated by Bahadur  ...                    ,nm2160957|nm1524886|nm0080445|nm0764314
4919,"['Waheeda Rehman', 'Guru Dutt', 'Rehman']",nm0755500,"['Musical', 'Romance']",tt0053706,Chaudhvin Ka Chand, The setting is the city of Lucknow in northern India  where Islamic culture flourished. Two of the three best friends who live in this city have fallen in love with the same woman named ...                    ,nm1352005|nm1937411
4920,"['Raj Kapoor', 'Nutan', 'Pran']",nm0220828,"['Musical', 'Romance']",tt0053708,Chhalia, The tragic-comic story of Chhalia  a naive  simple-minded young man who comes to the city and witnesses the harsh side of life; and falls in love with a young woman named Shanti  only to ...                    ,nm0025613
4921,"['Shammi Kapoor', 'Om Prakash', 'Raj Mehra']",nm0695153,"['Drama', 'Romance']",tt0053728,College Girl, Add a Plot »,nm0471424|nm1129275
4922,"['Raaj Kumar', 'Meena Kumari', 'Nadira']",nm0756393,"['Musical', 'Romance']",tt0053767,Dil Apna Aur Preet Parai, A dedicated surgeon is obligated to marry the daughter of a family friend  but his heart belongs to the nurse who works tirelessly by his side.,nm0534877|nm0756393
4923,"['Raaj Kumar', 'Meena Kumari', 'Nadira']",nm0756393,"['Musical', 'Romance']",tt0053767,Dil Apna Aur Preet Parai, A dedicated surgeon is obligated to marry the daughter of a family friend  but his heart belongs to the nurse who works tirelessly by his side.,nm0534877|nm0756393
4924,"['Raaj Kumar', 'Meena Kumari', 'Nadira']",nm0756393,"['Musical', 'Romance']",tt0053767,Dil Apna Aur Preet Parai, A dedicated surgeon is obligated to marry the daughter of a family friend  but his heart belongs to the nurse who works tirelessly by his side.,nm0534877|nm0756393
4925,"['Raaj Kumar', 'Meena Kumari', 'Nadira']",nm0756393,"['Musical', 'Romance']",tt0053767,Dil Apna Aur Preet Parai, A dedicated surgeon is obligated to marry the daughter of a family friend  but his heart belongs to the nurse who works tirelessly by his side.,nm0534877|nm0756393
